home_MSOA,work_MSOA,commuter_count
E02003104,E02006887,143
E02003105,E02006887,78
E02003106,E02006887,221
E02003107,E02006887,181
E02003108,E02006887,183
E02003109,E02006887,130
E02003110,E02006887,277
E02003111,E02006887,128
E02003112,E02006887,110
E02003113,E02006887,119
E02003114,E02006887,146
E02003115,E02006887,204
E02003116,E02006887,146
E02003117,E02006887,228
E02003118,E02006887,302
E02003119,E02006887,219
E02003120,E02006887,237
E02003121,E02006887,278
E02002985,E02006888,9
E02002986,E02006888,9
E02002987,E02006888,4
E02002988,E02006888,2
E02002989,E02006888,1
E02002990,E02006888,1
E02002991,E02006888,1
E02002992,E02006888,1
E02002993,E02006888,1
E02002994,E02006888,3
E02002995,E02006888,1
E02002996,E02006888,1
E02002997,E02006888,1
E02002998,E02006888,1
E02003000,E02006888,10
E02003002,E02006888,3
E02003003,E02006888,6
E02003004,E02006888,8
E02003007,E02006888,4
E02003008,E02006888,3
E02003009,E02006888,3
E02003011,E02006888,1
E02003012,E02006888,21
E02003013,E02006888,30
E02003014,E02006888,9
E02003015,E02006888,19
E02003016,E02006888,19
E02003017,E02006888,6
E02003018,E02006888,7
E02003019,E02006888,12
E02003020,E02006888,5
E02003021,E02006888,21
E02003022,E02006888,6
E02003023,E02006888,27
E02003024,E02006888,29
E02003025,E02006888,40
E02003026,E02006888,9
E02003027,E02006888,44
E02003028,E02006888,12
E02003029,E02006888,27
E02003030,E02006888,61
E02003031,E02006888,36
E02003032,E02006888,44
E02003033,E02006888,9
E02003034,E02006888,88
E02003036,E02006888,14
E02003037,E02006888,16
E02003038,E02006888,36
E02003039,E02006888,63
E02003040,E02006888,82
E02003041,E02006888,7
E02003043,E02006888,15
E02003044,E02006888,29
E02003045,E02006888,9
E02003046,E02006888,51
E02003047,E02006888,23
E02003048,E02006888,21
E02003049,E02006888,21
E02003050,E02006888,14
E02003051,E02006888,18
E02003052,E02006888,13
E02003053,E02006888,25
E02003054,E02006888,16
E02003055,E02006888,10
E02003056,E02006888,20
E02003057,E02006888,11
E02003058,E02006888,7
E02003059,E02006888,15
E02003060,E02006888,20
E02003061,E02006888,8
E02003062,E02006888,9
E02003063,E02006888,15
E02003064,E02006888,5
E02006887,E02006888,19
E02006888,E02006888,116
E02006889,E02006888,62
E02006890,E02006888,93
E02003065,E02006888,2
E02003066,E02006888,2
E02003067,E02006888,4
E02003068,E02006888,7
E02003069,E02006888,3
E02003070,E02006888,8
E02003071,E02006888,4
E02003072,E02006888,8
E02003073,E02006888,7
E02003074,E02006888,1
E02003075,E02006888,3
E02003076,E02006888,6
E02003077,E02006888,4
E02003078,E02006888,3
E02003079,E02006888,6
E02003080,E02006888,6
E02003081,E02006888,4
E02003082,E02006888,2
E02003084,E02006888,3
E02003086,E02006888,2
E02003087,E02006888,3
E02003088,E02006888,6
E02003089,E02006888,1
E02006845,E02006888,3
E02006846,E02006888,7
E02003090,E02006888,8
E02003091,E02006888,2
E02003092,E02006888,7
E02003093,E02006888,4
E02003094,E02006888,12
E02003095,E02006888,8
E02003096,E02006888,10
E02003097,E02006888,4
E02003098,E02006888,20
E02003099,E02006888,6
E02003100,E02006888,10
E02003101,E02006888,11
E02003102,E02006888,13
E02003103,E02006888,16
E02003104,E02006888,7
E02003105,E02006888,10
E02003106,E02006888,11
E02003107,E02006888,18
E02003108,E02006888,18
E02003109,E02006888,20
E02003110,E02006888,18
E02003111,E02006888,23
E02003112,E02006888,7
E02003113,E02006888,8
E02003114,E02006888,13
E02003115,E02006888,27
E02003116,E02006888,28
E02003117,E02006888,38
E02003118,E02006888,33
E02003119,E02006888,26
E02003120,E02006888,34
E02003121,E02006888,27
E02002985,E02006889,21
E02002986,E02006889,28
E02002987,E02006889,24
E02002988,E02006889,2
E02002989,E02006889,2
E02002990,E02006889,6
E02002991,E02006889,6
E02002992,E02006889,4
E02002993,E02006889,5
E02002994,E02006889,4
E02002995,E02006889,6
E02002996,E02006889,2
E02002997,E02006889,6
E02002998,E02006889,5
E02002999,E02006889,3
E02003000,E02006889,16
E02003001,E02006889,2
E02003002,E02006889,2
E02003003,E02006889,6
E02003004,E02006889,32
E02003005,E02006889,15
E02003006,E02006889,10
E02003007,E02006889,25
E02003008,E02006889,4
E02003009,E02006889,7
E02003010,E02006889,5
E02003011,E02006889,7
E02003012,E02006889,26
E02003013,E02006889,35
E02003014,E02006889,25
E02003015,E02006889,9
E02003016,E02006889,34
E02003017,E02006889,19
E02003018,E02006889,19
E02003019,E02006889,35
E02003020,E02006889,21
E02003021,E02006889,29
E02003022,E02006889,10
E02003023,E02006889,25
E02003024,E02006889,55
E02003025,E02006889,51
E02003026,E02006889,15
E02003027,E02006889,50
E02003028,E02006889,21
E02003029,E02006889,51
E02003030,E02006889,66
E02003031,E02006889,48
E02003032,E02006889,63
E02003033,E02006889,23
E02003034,E02006889,74
E02003036,E02006889,26
E02003037,E02006889,20
E02003038,E02006889,74
E02003039,E02006889,90
E02003040,E02006889,153
E02003041,E02006889,10
E02003043,E02006889,30
E02003044,E02006889,63
E02003045,E02006889,13
E02003046,E02006889,167
E02003047,E02006889,43
E02003048,E02006889,40
E02003049,E02006889,123
E02003050,E02006889,44
E02003051,E02006889,46
E02003052,E02006889,49
E02003053,E02006889,57
E02003054,E02006889,99
E02003055,E02006889,57
E02003056,E02006889,51
E02003057,E02006889,50
E02003058,E02006889,86
E02003059,E02006889,31
E02003060,E02006889,94
E02003061,E02006889,33
E02003062,E02006889,28
E02003063,E02006889,78
E02003064,E02006889,20
E02006887,E02006889,47
E02006888,E02006889,65
E02006889,E02006889,138
E02006890,E02006889,67
E02003065,E02006889,20
E02003066,E02006889,22
E02003067,E02006889,19
E02003068,E02006889,11
E02003069,E02006889,5
E02003070,E02006889,28
E02003071,E02006889,6
E02003072,E02006889,19
E02003073,E02006889,20
E02003074,E02006889,10
E02003075,E02006889,12
E02003076,E02006889,19
E02003077,E02006889,17
E02003078,E02006889,6
E02003079,E02006889,18
E02003080,E02006889,7
E02003081,E02006889,12
E02003082,E02006889,3
E02003084,E02006889,6
E02003085,E02006889,4
E02003086,E02006889,3
E02003087,E02006889,10
E02003088,E02006889,8
E02003089,E02006889,3
E02006845,E02006889,11
E02006846,E02006889,16
E02003090,E02006889,3
E02003091,E02006889,14
E02003092,E02006889,17
E02003093,E02006889,20
E02003094,E02006889,25
E02003095,E02006889,17
E02003096,E02006889,19
E02003097,E02006889,16
E02003098,E02006889,42
E02003099,E02006889,23
E02003100,E02006889,38
E02003101,E02006889,42
E02003102,E02006889,24
E02003103,E02006889,18
E02003104,E02006889,31
E02003105,E02006889,17
E02003106,E02006889,34
E02003107,E02006889,36
E02003108,E02006889,38
E02003109,E02006889,29
E02003110,E02006889,45
E02003111,E02006889,24
E02003112,E02006889,33
E02003113,E02006889,23
E02003114,E02006889,49
E02003115,E02006889,75
E02003116,E02006889,42
E02003117,E02006889,71
E02003118,E02006889,72
E02003119,E02006889,80
E02003120,E02006889,83
E02003121,E02006889,81
E02002985,E02006890,3
E02002986,E02006890,2
E02002987,E02006890,2
E02002989,E02006890,1
E02002994,E02006890,3
E02002996,E02006890,1
E02002997,E02006890,1
E02002998,E02006890,1
E02003000,E02006890,6
E02003003,E02006890,1
E02003005,E02006890,1
E02003006,E02006890,3
E02003008,E02006890,1
E02003011,E02006890,1
E02003012,E02006890,6
E02003013,E02006890,6
E02003014,E02006890,4
E02003015,E02006890,10
E02003016,E02006890,8
E02003017,E02006890,4
E02003018,E02006890,2
E02003019,E02006890,3
E02003020,E02006890,1
E02003021,E02006890,11
E02003022,E02006890,5
E02003023,E02006890,18
E02003024,E02006890,20
E02003025,E02006890,14
E02003026,E02006890,5
E02003027,E02006890,12
E02003028,E02006890,3
E02003029,E02006890,20
E02003030,E02006890,43
E02003031,E02006890,10
E02003032,E02006890,20
E02003033,E02006890,4
E02003034,E02006890,22
E02003036,E02006890,8
E02003037,E02006890,5
E02003038,E02006890,6
E02003039,E02006890,27
E02003040,E02006890,38
E02003041,E02006890,1
E02003043,E02006890,3
E02003044,E02006890,11
E02003045,E02006890,4
E02003046,E02006890,17
E02003047,E02006890,7
E02003048,E02006890,9
E02003049,E02006890,9
E02003050,E02006890,1
E02003051,E02006890,8
E02003052,E02006890,7
E02003053,E02006890,7
E02003054,E02006890,5
E02003055,E02006890,4
E02003056,E02006890,7
E02003057,E02006890,3
E02003058,E02006890,5
E02003059,E02006890,1
E02003060,E02006890,11
E02003061,E02006890,6
E02003062,E02006890,3
E02003063,E02006890,4
E02003064,E02006890,2
E02006887,E02006890,4
E02006888,E02006890,57
E02006889,E02006890,11
E02006890,E02006890,123
E02003065,E02006890,2
E02003066,E02006890,2
E02003068,E02006890,1
E02003070,E02006890,4
E02003071,E02006890,2
E02003074,E02006890,2
E02003075,E02006890,2
E02003078,E02006890,1
E02003079,E02006890,2
E02003081,E02006890,1
E02003084,E02006890,2
E02003086,E02006890,3
E02003087,E02006890,2
E02006845,E02006890,1
E02003090,E02006890,5
E02003091,E02006890,1
E02003092,E02006890,3
E02003094,E02006890,6
E02003095,E02006890,1
E02003096,E02006890,2
E02003097,E02006890,2
E02003098,E02006890,2
E02003099,E02006890,7
E02003100,E02006890,2
E02003101,E02006890,4
E02003102,E02006890,4
E02003103,E02006890,4
E02003104,E02006890,2
E02003105,E02006890,5
E02003106,E02006890,7
E02003107,E02006890,10
E02003108,E02006890,4
E02003109,E02006890,9
E02003110,E02006890,5
E02003111,E02006890,14
E02003112,E02006890,6
E02003113,E02006890,4
E02003114,E02006890,11
E02003115,E02006890,12
E02003116,E02006890,13
E02003117,E02006890,13
E02003118,E02006890,9
E02003119,E02006890,9
E02003120,E02006890,7
E02003121,E02006890,6
E02002985,E02003065,1
E02002986,E02003065,1
E02002987,E02003065,2
E02002988,E02003065,1
E02002991,E02003065,1
E02002992,E02003065,2
E02002994,E02003065,1
E02002995,E02003065,1
E02003000,E02003065,1
E02003001,E02003065,1
E02003003,E02003065,2
E02003004,E02003065,3
E02003005,E02003065,2
E02003006,E02003065,2
E02003007,E02003065,3
E02003009,E02003065,2
E02003012,E02003065,6
E02003013,E02003065,2
E02003014,E02003065,6
E02003015,E02003065,5
E02003016,E02003065,1
E02003017,E02003065,6
E02003018,E02003065,4
E02003019,E02003065,31
E02003020,E02003065,3
E02003021,E02003065,3
E02003022,E02003065,2
E02003023,E02003065,2
E02003024,E02003065,2
E02003025,E02003065,3
E02003026,E02003065,1
E02003027,E02003065,6
E02003028,E02003065,7
E02003029,E02003065,2
E02003030,E02003065,2
E02003031,E02003065,5
E02003032,E02003065,3
E02003033,E02003065,2
E02003034,E02003065,4
E02003036,E02003065,4
E02003037,E02003065,7
E02003038,E02003065,1
E02003039,E02003065,5
E02003040,E02003065,4
E02003041,E02003065,5
E02003043,E02003065,2
E02003044,E02003065,3
E02003045,E02003065,6
E02003046,E02003065,4
E02003047,E02003065,7
E02003048,E02003065,4
E02003049,E02003065,4
E02003050,E02003065,4
E02003051,E02003065,4
E02003052,E02003065,7
E02003053,E02003065,1
E02003054,E02003065,3
E02003055,E02003065,3
E02003056,E02003065,4
E02003057,E02003065,3
E02003058,E02003065,2
E02003059,E02003065,2
E02003060,E02003065,2
E02003061,E02003065,9
E02003062,E02003065,5
E02003063,E02003065,5
E02003064,E02003065,2
E02006887,E02003065,4
E02006888,E02003065,1
E02006889,E02003065,3
E02006890,E02003065,7
E02003065,E02003065,567
E02003066,E02003065,296
E02003067,E02003065,428
E02003068,E02003065,82
E02003069,E02003065,35
E02003070,E02003065,119
E02003071,E02003065,55
E02003072,E02003065,42
E02003073,E02003065,26
E02003074,E02003065,70
E02003075,E02003065,18
E02003076,E02003065,43
E02003077,E02003065,11
E02003078,E02003065,16
E02003079,E02003065,35
E02003080,E02003065,10
E02003081,E02003065,18
E02003082,E02003065,17
E02003084,E02003065,21
E02003085,E02003065,12
E02003086,E02003065,12
E02003087,E02003065,23
E02003088,E02003065,7
E02003089,E02003065,8
E02006845,E02003065,23
E02006846,E02003065,22
E02003090,E02003065,2
E02003091,E02003065,2
E02003092,E02003065,3
E02003093,E02003065,3
E02003094,E02003065,14
E02003095,E02003065,3
E02003096,E02003065,1
E02003097,E02003065,1
E02003098,E02003065,8
E02003099,E02003065,1
E02003100,E02003065,6
E02003101,E02003065,8
E02003102,E02003065,3
E02003103,E02003065,2
E02003104,E02003065,4
E02003105,E02003065,4
E02003106,E02003065,5
E02003108,E02003065,5
E02003109,E02003065,2
E02003110,E02003065,3
E02003112,E02003065,1
E02003113,E02003065,1
E02003115,E02003065,2
E02003117,E02003065,3
E02003118,E02003065,4
E02003119,E02003065,2
E02003120,E02003065,5
E02003121,E02003065,2
E02002985,E02003066,6
E02002986,E02003066,5
E02002987,E02003066,5
E02002992,E02003066,2
E02002994,E02003066,2
E02002995,E02003066,3
E02002999,E02003066,1
E02003000,E02003066,9
E02003003,E02003066,1
E02003004,E02003066,6
E02003005,E02003066,2
E02003006,E02003066,4
E02003007,E02003066,7
E02003008,E02003066,1
E02003009,E02003066,5
E02003010,E02003066,1
E02003011,E02003066,3
E02003012,E02003066,5
E02003013,E02003066,8
E02003014,E02003066,3
E02003015,E02003066,1
E02003017,E02003066,11
E02003018,E02003066,6
E02003019,E02003066,4
E02003020,E02003066,9
E02003021,E02003066,1
E02003022,E02003066,1
E02003023,E02003066,4
E02003024,E02003066,9
E02003025,E02003066,4
E02003026,E02003066,10
E02003027,E02003066,5
E02003028,E02003066,2
E02003029,E02003066,3
E02003030,E02003066,4
E02003031,E02003066,1
E02003032,E02003066,3
E02003033,E02003066,2
E02003034,E02003066,1
E02003036,E02003066,4
E02003037,E02003066,8
E02003038,E02003066,5
E02003039,E02003066,2
E02003040,E02003066,3
E02003041,E02003066,5
E02003043,E02003066,6
E02003044,E02003066,7
E02003045,E02003066,4
E02003046,E02003066,9
E02003047,E02003066,6
E02003049,E02003066,4
E02003050,E02003066,2
E02003051,E02003066,4
E02003052,E02003066,8
E02003053,E02003066,5
E02003054,E02003066,4
E02003055,E02003066,4
E02003056,E02003066,2
E02003057,E02003066,3
E02003058,E02003066,5
E02003059,E02003066,4
E02003060,E02003066,7
E02003061,E02003066,2
E02003063,E02003066,2
E02003064,E02003066,2
E02006887,E02003066,2
E02006888,E02003066,1
E02006890,E02003066,2
E02003065,E02003066,137
E02003066,E02003066,194
E02003067,E02003066,94
E02003068,E02003066,22
E02003069,E02003066,20
E02003070,E02003066,53
E02003071,E02003066,33
E02003072,E02003066,39
E02003073,E02003066,25
E02003074,E02003066,44
E02003075,E02003066,12
E02003076,E02003066,27
E02003077,E02003066,5
E02003078,E02003066,16
E02003079,E02003066,23
E02003080,E02003066,14
E02003081,E02003066,17
E02003082,E02003066,15
E02003084,E02003066,14
E02003085,E02003066,6
E02003086,E02003066,13
E02003087,E02003066,18
E02003088,E02003066,22
E02003089,E02003066,3
E02006845,E02003066,33
E02006846,E02003066,29
E02003090,E02003066,6
E02003091,E02003066,2
E02003092,E02003066,5
E02003093,E02003066,6
E02003094,E02003066,10
E02003095,E02003066,6
E02003096,E02003066,2
E02003097,E02003066,4
E02003098,E02003066,17
E02003099,E02003066,3
E02003100,E02003066,10
E02003101,E02003066,12
E02003102,E02003066,8
E02003103,E02003066,4
E02003104,E02003066,6
E02003105,E02003066,6
E02003106,E02003066,7
E02003107,E02003066,6
E02003108,E02003066,7
E02003109,E02003066,7
E02003110,E02003066,17
E02003111,E02003066,5
E02003112,E02003066,2
E02003113,E02003066,6
E02003114,E02003066,4
E02003115,E02003066,7
E02003116,E02003066,3
E02003117,E02003066,5
E02003118,E02003066,11
E02003119,E02003066,10
E02003120,E02003066,8
E02003121,E02003066,15
E02002985,E02003067,3
E02002987,E02003067,3
E02002988,E02003067,1
E02002989,E02003067,2
E02002990,E02003067,1
E02002991,E02003067,3
E02002992,E02003067,1
E02002994,E02003067,1
E02002995,E02003067,1
E02002996,E02003067,2
E02002999,E02003067,1
E02003000,E02003067,1
E02003002,E02003067,1
E02003003,E02003067,1
E02003004,E02003067,5
E02003005,E02003067,6
E02003007,E02003067,1
E02003009,E02003067,1
E02003010,E02003067,2
E02003012,E02003067,4
E02003013,E02003067,9
E02003014,E02003067,6
E02003015,E02003067,9
E02003016,E02003067,7
E02003017,E02003067,12
E02003018,E02003067,7
E02003019,E02003067,19
E02003020,E02003067,10
E02003021,E02003067,11
E02003022,E02003067,2
E02003024,E02003067,7
E02003025,E02003067,5
E02003026,E02003067,10
E02003027,E02003067,9
E02003028,E02003067,12
E02003029,E02003067,2
E02003030,E02003067,6
E02003031,E02003067,8
E02003032,E02003067,2
E02003033,E02003067,8
E02003034,E02003067,7
E02003036,E02003067,10
E02003037,E02003067,13
E02003038,E02003067,3
E02003039,E02003067,3
E02003040,E02003067,7
E02003041,E02003067,11
E02003043,E02003067,10
E02003044,E02003067,4
E02003045,E02003067,7
E02003046,E02003067,5
E02003047,E02003067,17
E02003048,E02003067,10
E02003049,E02003067,4
E02003050,E02003067,8
E02003051,E02003067,7
E02003052,E02003067,10
E02003053,E02003067,9
E02003054,E02003067,3
E02003055,E02003067,4
E02003056,E02003067,1
E02003057,E02003067,5
E02003058,E02003067,3
E02003059,E02003067,2
E02003060,E02003067,5
E02003061,E02003067,6
E02003062,E02003067,3
E02003063,E02003067,2
E02003064,E02003067,3
E02006887,E02003067,9
E02006888,E02003067,5
E02006889,E02003067,3
E02006890,E02003067,5
E02003065,E02003067,239
E02003066,E02003067,137
E02003067,E02003067,275
E02003068,E02003067,50
E02003069,E02003067,52
E02003070,E02003067,96
E02003071,E02003067,45
E02003072,E02003067,49
E02003073,E02003067,34
E02003074,E02003067,68
E02003075,E02003067,23
E02003076,E02003067,40
E02003077,E02003067,5
E02003078,E02003067,18
E02003079,E02003067,24
E02003080,E02003067,5
E02003081,E02003067,15
E02003082,E02003067,4
E02003084,E02003067,14
E02003085,E02003067,6
E02003086,E02003067,5
E02003087,E02003067,14
E02003088,E02003067,8
E02003089,E02003067,8
E02006845,E02003067,26
E02006846,E02003067,10
E02003090,E02003067,4
E02003091,E02003067,5
E02003092,E02003067,4
E02003093,E02003067,6
E02003094,E02003067,16
E02003095,E02003067,6
E02003096,E02003067,10
E02003097,E02003067,1
E02003098,E02003067,7
E02003099,E02003067,5
E02003100,E02003067,10
E02003101,E02003067,16
E02003102,E02003067,7
E02003103,E02003067,1
E02003104,E02003067,3
E02003105,E02003067,4
E02003106,E02003067,5
E02003107,E02003067,9
E02003108,E02003067,9
E02003109,E02003067,3
E02003110,E02003067,7
E02003111,E02003067,2
E02003112,E02003067,4
E02003113,E02003067,4
E02003114,E02003067,6
E02003115,E02003067,3
E02003116,E02003067,1
E02003117,E02003067,4
E02003118,E02003067,4
E02003119,E02003067,8
E02003120,E02003067,3
E02003121,E02003067,1
E02002985,E02003068,5
E02002986,E02003068,9
E02002987,E02003068,4
E02002989,E02003068,4
E02002990,E02003068,1
E02002991,E02003068,3
E02002992,E02003068,2
E02002993,E02003068,1
E02002994,E02003068,2
E02002995,E02003068,1
E02002996,E02003068,6
E02002997,E02003068,1
E02002998,E02003068,1
E02003000,E02003068,1
E02003002,E02003068,2
E02003004,E02003068,7
E02003005,E02003068,7
E02003006,E02003068,1
E02003007,E02003068,4
E02003009,E02003068,3
E02003010,E02003068,2
E02003011,E02003068,2
E02003012,E02003068,26
E02003013,E02003068,47
E02003014,E02003068,46
E02003015,E02003068,11
E02003016,E02003068,17
E02003017,E02003068,10
E02003018,E02003068,38
E02003019,E02003068,105
E02003020,E02003068,22
E02003021,E02003068,21
E02003022,E02003068,12
E02003023,E02003068,6
E02003024,E02003068,12
E02003025,E02003068,15
E02003026,E02003068,26
E02003027,E02003068,30
E02003028,E02003068,17
E02003029,E02003068,7
E02003030,E02003068,13
E02003031,E02003068,28
E02003032,E02003068,7
E02003033,E02003068,20
E02003034,E02003068,21
E02003036,E02003068,12
E02003037,E02003068,33
E02003038,E02003068,16
E02003039,E02003068,10
E02003040,E02003068,13
E02003041,E02003068,18
E02003043,E02003068,20
E02003044,E02003068,14
E02003045,E02003068,16
E02003046,E02003068,27
E02003047,E02003068,35
E02003048,E02003068,11
E02003049,E02003068,15
E02003050,E02003068,31
E02003051,E02003068,17
E02003052,E02003068,36
E02003053,E02003068,20
E02003054,E02003068,8
E02003055,E02003068,26
E02003056,E02003068,23
E02003057,E02003068,16
E02003058,E02003068,21
E02003059,E02003068,12
E02003060,E02003068,24
E02003061,E02003068,23
E02003062,E02003068,25
E02003063,E02003068,29
E02003064,E02003068,18
E02006887,E02003068,9
E02006888,E02003068,3
E02006889,E02003068,8
E02006890,E02003068,17
E02003065,E02003068,101
E02003066,E02003068,63
E02003067,E02003068,86
E02003068,E02003068,362
E02003069,E02003068,38
E02003070,E02003068,92
E02003071,E02003068,49
E02003072,E02003068,74
E02003073,E02003068,42
E02003074,E02003068,77
E02003075,E02003068,28
E02003076,E02003068,48
E02003077,E02003068,16
E02003078,E02003068,30
E02003079,E02003068,36
E02003080,E02003068,30
E02003081,E02003068,24
E02003082,E02003068,26
E02003084,E02003068,16
E02003085,E02003068,11
E02003086,E02003068,10
E02003087,E02003068,23
E02003088,E02003068,10
E02003089,E02003068,19
E02006845,E02003068,34
E02006846,E02003068,37
E02003090,E02003068,13
E02003091,E02003068,7
E02003092,E02003068,7
E02003093,E02003068,11
E02003094,E02003068,30
E02003095,E02003068,14
E02003096,E02003068,7
E02003097,E02003068,8
E02003098,E02003068,31
E02003099,E02003068,7
E02003100,E02003068,34
E02003101,E02003068,24
E02003102,E02003068,11
E02003103,E02003068,10
E02003104,E02003068,26
E02003105,E02003068,6
E02003106,E02003068,19
E02003107,E02003068,22
E02003108,E02003068,12
E02003109,E02003068,12
E02003110,E02003068,14
E02003111,E02003068,12
E02003112,E02003068,6
E02003113,E02003068,14
E02003114,E02003068,12
E02003115,E02003068,11
E02003116,E02003068,13
E02003117,E02003068,15
E02003118,E02003068,11
E02003119,E02003068,5
E02003120,E02003068,12
E02003121,E02003068,12
E02002985,E02003069,1
E02002987,E02003069,1
E02002988,E02003069,1
E02002991,E02003069,1
E02002992,E02003069,1
E02002994,E02003069,2
E02002996,E02003069,1
E02003000,E02003069,1
E02003004,E02003069,4
E02003005,E02003069,4
E02003006,E02003069,1
E02003009,E02003069,2
E02003010,E02003069,1
E02003011,E02003069,1
E02003012,E02003069,4
E02003014,E02003069,4
E02003015,E02003069,1
E02003016,E02003069,2
E02003017,E02003069,1
E02003018,E02003069,3
E02003019,E02003069,3
E02003020,E02003069,3
E02003021,E02003069,6
E02003022,E02003069,5
E02003024,E02003069,3
E02003025,E02003069,1
E02003026,E02003069,2
E02003027,E02003069,2
E02003028,E02003069,10
E02003029,E02003069,1
E02003030,E02003069,5
E02003031,E02003069,11
E02003033,E02003069,2
E02003034,E02003069,1
E02003036,E02003069,1
E02003037,E02003069,4
E02003038,E02003069,1
E02003039,E02003069,4
E02003040,E02003069,3
E02003041,E02003069,6
E02003043,E02003069,7
E02003045,E02003069,9
E02003046,E02003069,2
E02003047,E02003069,10
E02003048,E02003069,3
E02003049,E02003069,1
E02003050,E02003069,6
E02003051,E02003069,3
E02003052,E02003069,4
E02003053,E02003069,2
E02003054,E02003069,2
E02003055,E02003069,2
E02003056,E02003069,2
E02003057,E02003069,3
E02003058,E02003069,2
E02003060,E02003069,2
E02003061,E02003069,2
E02003062,E02003069,2
E02003063,E02003069,3
E02006887,E02003069,3
E02006888,E02003069,3
E02006890,E02003069,6
E02003065,E02003069,57
E02003066,E02003069,41
E02003067,E02003069,52
E02003068,E02003069,17
E02003069,E02003069,221
E02003070,E02003069,65
E02003071,E02003069,239
E02003072,E02003069,69
E02003073,E02003069,50
E02003074,E02003069,296
E02003075,E02003069,14
E02003076,E02003069,78
E02003077,E02003069,17
E02003078,E02003069,39
E02003079,E02003069,51
E02003080,E02003069,32
E02003081,E02003069,55
E02003082,E02003069,34
E02003084,E02003069,28
E02003085,E02003069,13
E02003086,E02003069,18
E02003087,E02003069,56
E02003088,E02003069,26
E02003089,E02003069,18
E02006845,E02003069,46
E02006846,E02003069,40
E02003090,E02003069,1
E02003091,E02003069,2
E02003093,E02003069,2
E02003094,E02003069,10
E02003096,E02003069,1
E02003097,E02003069,2
E02003098,E02003069,7
E02003100,E02003069,2
E02003101,E02003069,6
E02003102,E02003069,2
E02003103,E02003069,1
E02003104,E02003069,4
E02003105,E02003069,2
E02003107,E02003069,3
E02003108,E02003069,1
E02003109,E02003069,3
E02003110,E02003069,2
E02003113,E02003069,1
E02003114,E02003069,1
E02003115,E02003069,3
E02003116,E02003069,4
E02003118,E02003069,3
E02003119,E02003069,1
E02003120,E02003069,1
E02002985,E02003070,7
E02002986,E02003070,7
E02002987,E02003070,3
E02002988,E02003070,3
E02002989,E02003070,4
E02002990,E02003070,3
E02002991,E02003070,1
E02002992,E02003070,3
E02002994,E02003070,2
E02002996,E02003070,4
E02002998,E02003070,2
E02002999,E02003070,1
E02003000,E02003070,6
E02003002,E02003070,1
E02003003,E02003070,3
E02003004,E02003070,6
E02003005,E02003070,14
E02003006,E02003070,7
E02003007,E02003070,7
E02003008,E02003070,1
E02003009,E02003070,5
E02003010,E02003070,3
E02003011,E02003070,8
E02003012,E02003070,25
E02003013,E02003070,30
E02003014,E02003070,46
E02003015,E02003070,12
E02003016,E02003070,11
E02003017,E02003070,11
E02003018,E02003070,26
E02003019,E02003070,69
E02003020,E02003070,10
E02003021,E02003070,16
E02003022,E02003070,7
E02003023,E02003070,6
E02003024,E02003070,11
E02003025,E02003070,10
E02003026,E02003070,10
E02003027,E02003070,24
E02003028,E02003070,15
E02003029,E02003070,12
E02003030,E02003070,14
E02003031,E02003070,13
E02003032,E02003070,9
E02003033,E02003070,17
E02003034,E02003070,24
E02003036,E02003070,20
E02003037,E02003070,18
E02003038,E02003070,16
E02003039,E02003070,6
E02003040,E02003070,23
E02003041,E02003070,15
E02003043,E02003070,27
E02003044,E02003070,10
E02003045,E02003070,26
E02003046,E02003070,21
E02003047,E02003070,54
E02003048,E02003070,20
E02003049,E02003070,18
E02003050,E02003070,41
E02003051,E02003070,23
E02003052,E02003070,32
E02003053,E02003070,28
E02003054,E02003070,10
E02003055,E02003070,16
E02003056,E02003070,10
E02003057,E02003070,25
E02003058,E02003070,26
E02003059,E02003070,23
E02003060,E02003070,22
E02003061,E02003070,25
E02003062,E02003070,18
E02003063,E02003070,24
E02003064,E02003070,18
E02006887,E02003070,19
E02006888,E02003070,6
E02006889,E02003070,7
E02006890,E02003070,7
E02003065,E02003070,142
E02003066,E02003070,65
E02003067,E02003070,108
E02003068,E02003070,112
E02003069,E02003070,54
E02003070,E02003070,348
E02003071,E02003070,83
E02003072,E02003070,197
E02003073,E02003070,134
E02003074,E02003070,110
E02003075,E02003070,85
E02003076,E02003070,83
E02003077,E02003070,34
E02003078,E02003070,38
E02003079,E02003070,55
E02003080,E02003070,30
E02003081,E02003070,47
E02003082,E02003070,19
E02003084,E02003070,22
E02003085,E02003070,23
E02003086,E02003070,14
E02003087,E02003070,21
E02003088,E02003070,17
E02003089,E02003070,21
E02006845,E02003070,37
E02006846,E02003070,31
E02003090,E02003070,8
E02003091,E02003070,8
E02003092,E02003070,6
E02003093,E02003070,8
E02003094,E02003070,30
E02003095,E02003070,7
E02003096,E02003070,6
E02003097,E02003070,8
E02003098,E02003070,34
E02003099,E02003070,10
E02003100,E02003070,23
E02003101,E02003070,20
E02003102,E02003070,5
E02003103,E02003070,9
E02003104,E02003070,23
E02003105,E02003070,8
E02003106,E02003070,13
E02003107,E02003070,21
E02003108,E02003070,11
E02003109,E02003070,13
E02003110,E02003070,8
E02003111,E02003070,11
E02003112,E02003070,9
E02003113,E02003070,12
E02003114,E02003070,6
E02003115,E02003070,8
